40,132
40,136
40,140
40,144
40,148
40,152
40,156
44,128
44,132
44,156
44,160
48,124
48,128
48,160
48,164
48,168
52,120
52,124
52,168
52,172
56,120
56,124
56,172
56,176
60,120
60,176
60,180
64,116
64,120
64,180
64,184
68,116
68,120
68,124
68,184
68,188
72,116
72,124
72,128
72,188
72,192
76,116
76,128
76,172
76,192
80,112
80,116
80,128
80,168
80,172
80,196
84,112
84,116
84,128
84,168
84,200
88,112
88,128
88,164
88,168
88,200
88,204
92,112
92,128
92,164
92,168
92,204
92,208
96,112
96,128
96,164
96,208
100,112
100,128
100,160
100,164
100,212
104,112
104,128
104,160
104,164
104,216
108,112
108,128
108,160
108,216
112,112
112,128
112,160
112,220
116,112
116,128
116,156
116,160
116,224
120,112
120,116
120,128
120,152
120,164
120,224
124,112
124,116
124,128
124,148
124,164
124,168
124,228
128,116
128,128
128,144
128,148
128,164
128,168
128,172
128,176
128,180
128,212
128,216
128,228
132,116
132,132
132,144
132,164
132,180
132,184
132,212
132,232
136,116
136,132
136,140
136,144
136,164
136,188
136,208
136,232
140,116
140,136
140,140
140,156
140,160
140,188
140,192
140,200
140,204
140,232
144,116
144,136
144,140
144,156
144,160
144,196
144,200
144,204
144,236
148,120
148,136
148,152
148,160
148,200
148,204
148,236
152,120
152,136
152,148
152,160
152,200
152,236
152,244
152,248
156,120
156,140
156,148
156,160
156,200
156,236
156,240
156,244
156,248
156,252
156,256
160,120
160,140
160,144
160,160
160,200
160,236
160,260
164,124
164,140
164,160
164,196
164,200
164,236
164,252
164,264
168,124
168,140
168,160
168,196
168,232
168,252
172,124
172,136
172,140
172,156
172,160
172,196
172,232
172,248
172,268
172,348
172,352
172,356
172,360
176,128
176,132
176,136
176,140
176,144
176,156
176,160
176,196
176,228
176,248
176,348
176,352
176,360
180,128
180,132
180,144
180,148
180,152
180,164
180,196
180,228
180,248
180,272
180,348
180,360
184,128
184,132
184,148
184,152
184,168
184,228
184,248
184,272
184,348
184,356
184,360
184,364
188,132
188,148
188,168
188,192
188,224
188,244
188,272
188,348
188,352
188,356
192,132
192,152
192,172
192,176
192,180
192,184
192,188
192,192
192,224
192,244
192,348
192,352
196,132
196,136
196,152
196,172
196,176
196,192
196,196
196,216
196,220
196,224
196,244
196,252
196,256
196,348
196,352
200,136
200,152
200,172
200,200
200,204
200,208
200,212
200,216
200,220
200,224
200,240
200,244
200,248
200,252
200,344
200,348
204,136
204,140
204,152
204,172
204,208
204,212
204,216
204,220
204,224
204,240
204,248
204,340
204,344
